dataset,record_id,source_file,excel_row,system_id,issue_type,details
Binary,,,,smiles:O=C=O || smiles:[C-]#[O+],component_order_variant,2 source component orders
Ternary,ternary:001981,ternary_vle_english.xlsx,1982,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001982,ternary_vle_english.xlsx,1983,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001983,ternary_vle_english.xlsx,1984,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001984,ternary_vle_english.xlsx,1985,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001985,ternary_vle_english.xlsx,1986,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001986,ternary_vle_english.xlsx,1987,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001987,ternary_vle_english.xlsx,1988,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001988,ternary_vle_english.xlsx,1989,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001989,ternary_vle_english.xlsx,1990,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001990,ternary_vle_english.xlsx,1991,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001991,ternary_vle_english.xlsx,1992,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001992,ternary_vle_english.xlsx,1993,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001993,ternary_vle_english.xlsx,1994,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001994,ternary_vle_english.xlsx,1995,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001995,ternary_vle_english.xlsx,1996,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001996,ternary_vle_english.xlsx,1997,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001997,ternary_vle_english.xlsx,1998,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001998,ternary_vle_english.xlsx,1999,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:001999,ternary_vle_english.xlsx,2000,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002000,ternary_vle_english.xlsx,2001,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002001,ternary_vle_english.xlsx,2002,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002002,ternary_vle_english.xlsx,2003,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002003,ternary_vle_english.xlsx,2004,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002004,ternary_vle_english.xlsx,2005,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002005,ternary_vle_english.xlsx,2006,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002006,ternary_vle_english.xlsx,2007,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002007,ternary_vle_english.xlsx,2008,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002008,ternary_vle_english.xlsx,2009,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002009,ternary_vle_english.xlsx,2010,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002010,ternary_vle_english.xlsx,2011,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002011,ternary_vle_english.xlsx,2012,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002012,ternary_vle_english.xlsx,2013,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002013,ternary_vle_english.xlsx,2014,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002014,ternary_vle_english.xlsx,2015,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002015,ternary_vle_english.xlsx,2016,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002016,ternary_vle_english.xlsx,2017,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002017,ternary_vle_english.xlsx,2018,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002018,ternary_vle_english.xlsx,2019,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002019,ternary_vle_english.xlsx,2020,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002020,ternary_vle_english.xlsx,2021,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002021,ternary_vle_english.xlsx,2022,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002022,ternary_vle_english.xlsx,2023,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002023,ternary_vle_english.xlsx,2024,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002024,ternary_vle_english.xlsx,2025,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002025,ternary_vle_english.xlsx,2026,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002026,ternary_vle_english.xlsx,2027,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002027,ternary_vle_english.xlsx,2028,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002028,ternary_vle_english.xlsx,2029,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002029,ternary_vle_english.xlsx,2030,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002030,ternary_vle_english.xlsx,2031,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002031,ternary_vle_english.xlsx,2032,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002032,ternary_vle_english.xlsx,2033,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002033,ternary_vle_english.xlsx,2034,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002034,ternary_vle_english.xlsx,2035,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002035,ternary_vle_english.xlsx,2036,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002036,ternary_vle_english.xlsx,2037,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002037,ternary_vle_english.xlsx,2038,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002038,ternary_vle_english.xlsx,2039,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002039,ternary_vle_english.xlsx,2040,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002040,ternary_vle_english.xlsx,2041,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002041,ternary_vle_english.xlsx,2042,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002042,ternary_vle_english.xlsx,2043,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002043,ternary_vle_english.xlsx,2044,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002044,ternary_vle_english.xlsx,2045,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002045,ternary_vle_english.xlsx,2046,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002046,ternary_vle_english.xlsx,2047,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002047,ternary_vle_english.xlsx,2048,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002048,ternary_vle_english.xlsx,2049,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002049,ternary_vle_english.xlsx,2050,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002050,ternary_vle_english.xlsx,2051,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002051,ternary_vle_english.xlsx,2052,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002052,ternary_vle_english.xlsx,2053,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002053,ternary_vle_english.xlsx,2054,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002054,ternary_vle_english.xlsx,2055,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002055,ternary_vle_english.xlsx,2056,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002056,ternary_vle_english.xlsx,2057,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002057,ternary_vle_english.xlsx,2058,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002058,ternary_vle_english.xlsx,2059,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002059,ternary_vle_english.xlsx,2060,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002060,ternary_vle_english.xlsx,2061,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002061,ternary_vle_english.xlsx,2062,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002062,ternary_vle_english.xlsx,2063,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002063,ternary_vle_english.xlsx,2064,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002064,ternary_vle_english.xlsx,2065,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002065,ternary_vle_english.xlsx,2066,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002066,ternary_vle_english.xlsx,2067,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002067,ternary_vle_english.xlsx,2068,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002068,ternary_vle_english.xlsx,2069,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002069,ternary_vle_english.xlsx,2070,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002070,ternary_vle_english.xlsx,2071,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002071,ternary_vle_english.xlsx,2072,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002072,ternary_vle_english.xlsx,2073,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002073,ternary_vle_english.xlsx,2074,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002074,ternary_vle_english.xlsx,2075,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002075,ternary_vle_english.xlsx,2076,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002076,ternary_vle_english.xlsx,2077,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002077,ternary_vle_english.xlsx,2078,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002078,ternary_vle_english.xlsx,2079,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002079,ternary_vle_english.xlsx,2080,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002080,ternary_vle_english.xlsx,2081,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002081,ternary_vle_english.xlsx,2082,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,missing_smiles,"component positions [1, 3]"
Ternary,ternary:002130,ternary_vle_english.xlsx,2131,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002131,ternary_vle_english.xlsx,2132,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002132,ternary_vle_english.xlsx,2133,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002133,ternary_vle_english.xlsx,2134,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002134,ternary_vle_english.xlsx,2135,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002135,ternary_vle_english.xlsx,2136,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002136,ternary_vle_english.xlsx,2137,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002137,ternary_vle_english.xlsx,2138,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002138,ternary_vle_english.xlsx,2139,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002139,ternary_vle_english.xlsx,2140,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002140,ternary_vle_english.xlsx,2141,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002141,ternary_vle_english.xlsx,2142,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002142,ternary_vle_english.xlsx,2143,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002143,ternary_vle_english.xlsx,2144,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002144,ternary_vle_english.xlsx,2145,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002145,ternary_vle_english.xlsx,2146,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,missing_smiles,component positions [1]
Ternary,ternary:002146,ternary_vle_english.xlsx,2147,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002147,ternary_vle_english.xlsx,2148,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002148,ternary_vle_english.xlsx,2149,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002149,ternary_vle_english.xlsx,2150,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002150,ternary_vle_english.xlsx,2151,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002151,ternary_vle_english.xlsx,2152,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002152,ternary_vle_english.xlsx,2153,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002153,ternary_vle_english.xlsx,2154,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002154,ternary_vle_english.xlsx,2155,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002155,ternary_vle_english.xlsx,2156,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002156,ternary_vle_english.xlsx,2157,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002157,ternary_vle_english.xlsx,2158,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002158,ternary_vle_english.xlsx,2159,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002159,ternary_vle_english.xlsx,2160,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002160,ternary_vle_english.xlsx,2161,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002161,ternary_vle_english.xlsx,2162,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002162,ternary_vle_english.xlsx,2163,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002163,ternary_vle_english.xlsx,2164,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002164,ternary_vle_english.xlsx,2165,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002165,ternary_vle_english.xlsx,2166,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002166,ternary_vle_english.xlsx,2167,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002167,ternary_vle_english.xlsx,2168,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002168,ternary_vle_english.xlsx,2169,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002169,ternary_vle_english.xlsx,2170,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002170,ternary_vle_english.xlsx,2171,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002171,ternary_vle_english.xlsx,2172,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002172,ternary_vle_english.xlsx,2173,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002173,ternary_vle_english.xlsx,2174,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002174,ternary_vle_english.xlsx,2175,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002175,ternary_vle_english.xlsx,2176,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002176,ternary_vle_english.xlsx,2177,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002177,ternary_vle_english.xlsx,2178,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002178,ternary_vle_english.xlsx,2179,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002179,ternary_vle_english.xlsx,2180,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002180,ternary_vle_english.xlsx,2181,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002181,ternary_vle_english.xlsx,2182,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002182,ternary_vle_english.xlsx,2183,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002183,ternary_vle_english.xlsx,2184,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002184,ternary_vle_english.xlsx,2185,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002185,ternary_vle_english.xlsx,2186,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002186,ternary_vle_english.xlsx,2187,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002187,ternary_vle_english.xlsx,2188,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002188,ternary_vle_english.xlsx,2189,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002189,ternary_vle_english.xlsx,2190,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002190,ternary_vle_english.xlsx,2191,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002191,ternary_vle_english.xlsx,2192,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002192,ternary_vle_english.xlsx,2193,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002193,ternary_vle_english.xlsx,2194,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002194,ternary_vle_english.xlsx,2195,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002195,ternary_vle_english.xlsx,2196,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002196,ternary_vle_english.xlsx,2197,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002197,ternary_vle_english.xlsx,2198,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002198,ternary_vle_english.xlsx,2199,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002199,ternary_vle_english.xlsx,2200,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
Ternary,ternary:002200,ternary_vle_english.xlsx,2201,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,missing_smiles,component positions [3]
